u,v,weight,transport_type,risk
67,28,23,air,2
49,15,47,road,5
68,31,124,rail,4
44,52,28,road,2
45,54,87,air,1
38,13,38,road,5
28,45,138,air,1
12,44,100,air,1
66,0,51,air,3
11,4,89,road,1
30,8,26,road,1
21,10,61,air,4
60,54,97,rail,3
52,32,3,rail,4
55,18,16,rail,1
48,4,8,road,5
62,60,23,air,3
29,4,101,air,2
18,55,98,air,1
33,14,109,air,1
56,53,120,road,5
66,31,68,air,3
13,12,44,rail,3
43,39,96,road,5
17,66,10,rail,3
62,53,52,air,2
48,63,136,rail,4
11,31,92,rail,5
58,47,20,rail,2
47,38,141,air,2
16,22,148,rail,2
33,32,100,rail,4
18,42,51,air,2
2,60,38,air,5
39,63,107,rail,2
51,16,110,road,5
51,7,146,rail,2
13,6,65,air,3
55,33,51,rail,4
10,65,118,road,1
32,40,94,air,2
58,41,23,air,2
64,4,5,rail,1
57,2,74,air,2
28,11,50,rail,2
9,55,46,rail,3
38,56,37,rail,5
51,19,141,air,5
36,17,126,road,1
39,62,8,rail,2
69,38,74,rail,1
52,24,104,rail,2
70,65,15,road,3
69,33,95,air,4
39,24,86,air,3
37,65,1,rail,3
19,66,136,air,1
38,55,109,air,3
70,30,101,road,5
60,6,62,rail,4
30,17,63,rail,1
30,12,90,rail,1
10,38,56,road,4
55,32,113,rail,1
38,33,109,rail,3
49,43,102,rail,5
24,61,131,road,5
65,44,130,air,5
46,33,17,air,5
15,53,51,air,4
8,41,89,rail,4
22,59,58,road,1
54,18,103,air,4
26,4,24,road,5
49,63,56,road,5
14,60,113,air,4
13,55,44,road,5
7,40,76,road,1
12,15,138,rail,5
8,57,116,road,3
26,18,147,air,4
41,4,38,air,5
25,24,88,road,4
58,62,80,road,3
28,57,90,road,5
15,2,124,road,2
25,3,56,air,1
34,28,44,road,3
23,68,69,rail,1
11,56,67,rail,2
50,64,145,rail,2
25,39,90,rail,3
22,60,90,road,5
13,5,123,road,1
9,10,16,air,1
30,43,148,rail,1
45,51,76,air,1
68,23,6,road,3
41,31,54,road,1
33,4,95,rail,4
50,60,79,road,5
68,35,114,rail,5
15,32,101,rail,2
1,32,126,air,4
19,17,40,air,4
27,14,17,air,1
61,67,149,air,4
47,33,35,road,3
62,27,70,rail,5
30,16,2,road,2
16,6,88,air,2
24,57,79,air,4
18,5,122,air,3
4,46,26,rail,1
42,56,101,air,1
39,55,92,rail,3
60,50,148,air,5
53,55,50,rail,2
18,69,34,road,3
62,30,126,road,2
30,59,58,road,4
46,66,90,road,1
50,2,5,air,5
64,34,74,rail,4
4,18,78,rail,2
8,68,125,air,2
18,1,58,rail,1
15,16,76,air,1
67,43,13,air,4
30,27,91,road,2
11,8,123,rail,5
31,47,58,rail,1
9,28,87,rail,4
10,31,127,road,3
32,57,122,air,2
46,42,89,rail,2
10,30,64,road,2
14,4,38,road,2
35,26,14,rail,3
43,3,23,road,3
47,16,25,air,2
7,0,129,rail,1
9,44,41,air,1
40,45,124,rail,4
23,57,112,air,2
16,8,66,road,4
21,54,73,road,2
15,21,110,road,5
41,54,16,road,2
29,21,8,air,3
45,44,44,air,3
45,63,148,air,4
14,27,56,rail,5
25,15,139,air,1
63,44,128,air,1
60,39,16,rail,5
18,69,7,rail,3
15,40,66,air,2
45,7,22,air,5
47,52,136,rail,4
38,61,65,rail,4
39,60,42,road,1
41,7,59,air,5
10,67,150,rail,4
49,5,94,road,5
49,5,78,rail,1
48,50,61,road,1
68,65,16,air,1
46,52,51,rail,4
40,70,50,air,5
15,10,96,road,2
54,28,11,road,4
6,44,12,rail,4
64,45,52,air,1
65,53,112,rail,1
62,19,8,air,4
6,48,54,road,2
19,54,44,rail,4
61,4,27,air,2
27,69,19,road,1
61,7,11,rail,3
43,22,45,road,2
31,10,126,road,5
52,21,22,road,1
26,28,31,road,1
55,41,127,rail,3
65,40,108,road,1
20,38,104,rail,3
38,50,101,air,5
48,30,60,rail,5
27,68,15,road,5
51,26,17,air,1
36,24,77,road,3
39,36,3,road,5
13,21,67,rail,4
5,31,103,rail,1
30,42,26,air,4
26,39,98,rail,3
42,27,70,rail,3
14,6,133,rail,3
24,13,45,rail,5
31,49,27,air,4
58,63,133,rail,4
8,18,80,air,2
3,14,129,road,2
69,63,8,air,1
11,44,57,air,4
42,54,23,road,3
39,42,16,rail,2
12,16,1,road,3
29,35,132,air,5
3,36,52,road,1
64,37,113,road,3
58,54,50,air,4
62,54,73,air,2
21,14,103,air,3
21,9,128,rail,2
6,17,55,air,1
24,44,130,air,2
48,42,121,air,1
26,33,122,air,2
30,50,65,air,1
2,6,39,air,1
51,68,146,road,4
50,28,146,road,3
55,18,125,air,4
6,33,141,air,5
60,14,41,rail,5
24,21,64,rail,2
1,56,85,road,3
25,18,139,air,4
49,0,136,air,3
28,12,115,road,3
61,17,95,rail,4
31,4,28,rail,2
34,14,126,rail,1
68,14,17,rail,4
45,62,56,road,1
15,32,140,air,5
68,61,50,rail,1
33,1,41,air,4
34,23,89,air,1
66,41,8,rail,1
37,0,73,rail,1
13,12,92,air,4
62,8,59,rail,1
17,42,136,rail,5
63,8,101,air,2
29,36,3,road,3
44,13,71,rail,3
68,6,78,air,4
30,52,127,air,2
4,45,93,air,1
60,20,77,air,4
34,35,21,rail,4
13,24,25,road,4
53,64,60,road,4
58,62,100,air,2
46,18,32,air,3
8,5,43,road,2
21,62,61,air,5
0,33,87,air,2
20,41,48,rail,3
7,51,87,rail,5
65,39,86,air,2
28,26,145,rail,1
55,26,89,rail,2
37,9,65,air,3
32,1,7,road,1
50,45,30,rail,3
30,59,121,air,4
15,13,148,rail,3
7,44,11,rail,4
17,7,2,air,4
58,1,71,air,5
59,60,36,road,4
50,16,95,rail,3
42,47,61,air,1
3,56,82,rail,2
9,31,8,air,1
2,20,11,rail,3
53,60,98,rail,5
38,20,99,rail,5
30,55,33,rail,2
49,48,84,air,4
6,24,136,road,3
53,37,87,air,5
30,32,116,road,3
67,30,24,road,1
43,40,131,rail,3
55,46,48,rail,1
40,48,50,road,1
36,33,130,rail,4
70,66,141,road,2
2,68,122,road,5
8,36,65,road,2
36,53,136,rail,1
19,12,25,rail,1
17,52,130,air,2
8,2,133,road,1
64,51,131,air,1
50,57,142,rail,5
6,13,37,air,3
21,53,21,rail,1
3,36,111,air,5
6,11,136,road,5
54,32,35,road,1
29,57,28,air,4
37,65,16,air,1
52,43,142,road,5
63,49,12,air,2
23,35,75,air,4
34,1,95,rail,3
44,14,91,road,4
69,5,86,air,5
9,43,101,road,5
6,9,22,rail,1
4,6,110,road,5
55,43,4,air,1
18,49,132,air,1
22,38,15,rail,4
13,64,127,rail,1
1,8,78,air,1
0,18,89,rail,5
44,47,28,road,1
51,48,42,rail,4
29,41,86,rail,3
39,31,101,road,5
8,42,130,air,4
27,40,25,road,5
33,19,38,road,4
2,5,146,road,4
5,53,8,road,3
31,9,67,air,2
12,61,82,rail,1
53,3,25,rail,2
62,28,74,rail,5
33,30,62,rail,1
30,37,75,road,5
50,60,100,air,1
1,35,66,road,5
36,4,80,road,1
66,58,108,air,3
31,63,57,rail,1
66,17,115,air,1
6,45,93,air,3
4,46,23,air,1
29,61,86,rail,4
19,38,95,air,2
59,9,106,road,4
5,35,24,rail,5
49,15,52,air,4
68,62,150,air,1
55,31,32,rail,3
5,29,26,road,4
58,68,7,air,5
10,34,139,road,4
46,59,96,road,2
28,64,59,air,3
0,48,38,rail,2
52,47,135,road,4
14,25,101,rail,1
18,11,37,rail,1
5,39,105,air,2
59,14,113,rail,1
65,50,107,road,3
22,30,53,rail,5
65,11,103,air,4
70,35,125,rail,4
67,44,117,road,4
64,22,36,air,3
38,45,32,road,3
41,50,131,rail,2
14,54,64,air,2
12,62,63,road,3
10,60,94,rail,5
27,44,74,rail,1
53,12,106,air,1
31,45,148,air,1
7,8,20,road,2
58,20,112,air,3
58,61,35,air,2
25,38,39,rail,2
60,56,68,road,3
33,69,115,road,1
50,55,27,air,5
3,17,1,rail,1
4,26,57,rail,3
5,9,115,road,2
44,31,81,rail,3
35,12,118,air,5
49,30,46,rail,4
12,56,106,air,5
51,46,16,air,3
43,28,3,road,5
3,69,6,rail,5
42,10,100,road,3
20,55,6,rail,2
43,58,141,rail,2
10,4,145,road,1
38,53,5,rail,4
67,69,44,road,5
20,23,65,road,1
9,1,139,road,2
24,50,63,air,1
42,12,69,air,4
13,6,25,air,4
62,1,83,road,2
24,68,125,air,4
50,11,67,rail,2
53,51,108,road,2
21,24,2,air,4
